season,bowler,matches,balls_bowled,runs_conceded,wickets,dot_balls,maidens,three_wicket_hauls,four_wicket_hauls,five_wicket_hauls,economy,bowling_average,bowling_strike_rate,dot_ball_percentage,overs,best_bowling_figures
2023,DJ Willey,4,90,105,3,37,1,0,0,0,7.0,35.0,30.0,41.11,15.0,2/16
2023,DL Chahar,10,204,294,13,82,0,2,0,0,8.65,22.62,15.69,40.2,34.0,3/22
2023,Fazalhaq Farooqi,4,80,117,4,34,0,0,0,0,8.78,29.25,20.0,42.5,13.2,2/41
2023,GD Phillips,2,18,20,1,6,0,0,0,0,6.67,20.0,18.0,33.33,3.0,1/10
2023,GJ Maxwell,7,62,94,3,19,0,0,0,0,9.1,31.33,20.67,30.65,10.2,1/3
2023,Gurnoor Brar,1,18,42,0,7,0,0,0,0,14.0,,,38.89,3.0,0/42
2023,H Sharma,1,18,28,0,4,0,0,0,0,9.33,,,22.22,3.0,0/28
2023,HH Pandya,11,150,227,3,63,0,0,0,0,9.08,75.67,50.0,42.0,25.0,1/10
2023,HR Shokeen,8,114,187,3,39,0,0,0,0,9.84,62.33,38.0,34.21,19.0,2/34
2023,HV Patel,13,282,454,14,87,0,1,0,0,9.66,32.43,20.14,30.85,47.0,3/32
2023,Harpreet Brar,11,163,218,9,58,0,1,1,0,8.02,24.22,18.11,35.58,27.1,4/30
2023,Harshit Rana,6,102,147,5,50,0,0,0,0,8.65,29.4,20.4,49.02,17.0,2/33
2023,I Sharma,8,150,205,10,69,0,0,0,0,8.2,20.5,15.0,46.0,25.0,2/19
2023,J Little,10,204,293,7,75,0,0,0,0,8.62,41.86,29.14,36.76,34.0,2/25
2023,J Yadav,1,24,26,0,8,0,0,0,0,6.5,,,33.33,4.0,0/26
2023,JC Archer,5,120,190,2,49,0,0,0,0,9.5,95.0,60.0,40.83,20.0,1/35
2023,JD Unadkat,3,48,92,0,15,0,0,0,0,11.5,,,31.25,8.0,0/26
2023,JE Root,1,12,14,0,2,0,0,0,0,7.0,,,16.67,2.0,0/14
2023,JO Holder,8,171,284,4,46,0,0,0,0,9.96,71.0,42.75,26.9,28.3,2/29
2023,JP Behrendorff,12,252,386,14,92,0,2,0,0,9.19,27.57,18.0,36.51,42.0,3/23
2023,JR Hazlewood,3,54,76,3,29,0,0,0,0,8.44,25.33,18.0,53.7,9.0,2/15
2023,K Gowtham,6,96,118,3,39,0,0,0,0,7.38,39.33,32.0,40.62,16.0,1/10
2023,K Kartikeya,8,156,227,5,44,0,0,0,0,8.73,45.4,31.2,28.21,26.0,2/37
2023,K Khejroliya,2,26,64,2,7,0,0,0,0,14.77,32.0,13.0,26.92,4.2,2/44
2023,K Rabada,6,138,232,7,62,0,0,0,0,10.09,33.14,19.71,44.93,23.0,2/34
2023,K Yadav,2,42,68,2,9,0,0,0,0,9.71,34.0,21.0,21.43,7.0,1/18
2023,KH Pandya,12,252,313,9,96,0,1,0,0,7.45,34.78,28.0,38.1,42.0,3/18
2023,KK Ahmed,9,198,301,9,89,2,0,0,0,9.12,33.44,22.0,44.95,33.0,2/24
2023,KM Asif,4,84,138,3,28,0,0,0,0,9.86,46.0,28.0,33.33,14.0,2/42
2023,KR Mayers,6,42,59,0,14,0,0,0,0,8.43,,,33.33,7.0,0/4
2023,KR Sen,2,18,28,0,6,0,0,0,0,9.33,,,33.33,3.0,0/8
2023,KV Sharma,7,129,223,10,39,0,0,0,0,10.37,22.3,12.9,30.23,21.3,2/19
2023,Kartik Tyagi,3,37,91,1,10,0,0,0,0,14.76,91.0,37.0,27.03,6.1,1/29
2023,Kuldeep Yadav,14,294,361,10,86,1,0,0,0,7.37,36.1,29.4,29.25,49.0,2/15
2023,LH Ferguson,3,46,96,1,16,0,0,0,0,12.52,96.0,46.0,34.78,7.4,1/19
2023,LS Livingstone,5,42,94,2,5,0,0,0,0,13.43,47.0,21.0,11.9,7.0,1/19
2023,Lalit Yadav,4,78,117,2,24,0,0,0,0,9.0,58.5,39.0,30.77,13.0,1/29
2023,M Ashwin,2,24,53,0,3,0,0,0,0,13.25,,,12.5,4.0,0/11
2023,M Jansen,8,162,267,10,69,1,0,0,0,9.89,26.7,16.2,42.59,27.0,2/16
2023,M Markande,10,228,300,12,76,0,1,1,0,7.89,25.0,19.0,33.33,38.0,4/15
2023,M Pathirana,12,278,370,19,104,0,2,0,0,7.99,19.47,14.63,37.41,46.2,3/15
2023,M Theekshana,13,294,392,11,87,1,0,0,0,8.0,35.64,26.73,29.59,49.0,2/23
2023,MA Wood,4,96,130,11,48,1,2,1,1,8.12,11.82,8.73,50.0,16.0,5/14
2023,MG Bracewell,5,66,95,6,26,0,0,0,0,8.64,15.83,11.0,39.39,11.0,2/13
2023,MJ Santner,3,72,81,3,22,0,0,0,0,6.75,27.0,24.0,30.56,12.0,2/28
2023,MK Lomror,2,12,17,0,3,0,0,0,0,8.5,,,25.0,2.0,0/4
2023,MM Ali,11,156,195,9,57,0,1,1,0,7.5,21.67,17.33,36.54,26.0,4/26
2023,MM Sharma,14,265,361,27,87,0,4,3,1,8.17,13.37,9.81,32.83,44.1,5/10
2023,MP Stoinis,5,65,98,5,23,0,0,0,0,9.05,19.6,13.0,35.38,10.5,2/20
2023,MR Marsh,8,121,170,12,36,1,2,1,0,8.43,14.17,10.08,29.75,20.1,4/27
2023,MW Short,3,24,25,0,11,0,0,0,0,6.25,,,45.83,4.0,0/7
2023,Mayank Dagar,3,66,83,1,22,0,0,0,0,7.55,83.0,66.0,33.33,11.0,1/37
2023,Mohammed Shami,17,390,522,28,193,2,5,2,0,8.03,18.64,13.93,49.49,65.0,4/11
2023,Mohammed Siraj,14,300,372,19,162,0,2,1,0,7.44,19.58,15.79,54.0,50.0,4/21
2023,Mohit Rathee,1,12,29,0,3,0,0,0,0,14.5,,,25.0,2.0,0/29
2023,Mohsin Khan,4,60,107,3,23,0,0,0,0,10.7,35.67,20.0,38.33,10.0,1/24
2023,Mukesh Kumar,10,186,326,7,65,0,0,0,0,10.52,46.57,26.57,34.95,31.0,2/30
2023,Mustafizur Rahman,2,42,79,1,13,0,0,0,0,11.29,79.0,42.0,30.95,7.0,1/38
2023,N Rana,6,53,75,3,18,0,0,0,0,8.49,25.0,17.67,33.96,8.5,2/17
2023,NA Saini,1,12,34,0,3,0,0,0,0,17.0,,,25.0,2.0,0/34
2023,NT Ellis,10,228,339,13,68,0,1,1,0,8.92,26.08,17.54,29.82,38.0,4/30
2023,Navdeep Saini,1,24,40,3,9,0,1,0,0,10.0,13.33,8.0,37.5,4.0,3/40
2023,Naveen-ul-Haq,7,168,217,11,68,0,3,1,0,7.75,19.73,15.27,40.48,28.0,4/36
2023,Nithish Kumar Reddy,2,30,54,0,10,0,0,0,0,10.8,,,33.33,5.0,0/19
2023,Noor Ahmad,13,283,369,16,103,0,1,0,0,7.82,23.06,17.69,36.4,47.1,3/37
2023,OC McCoy,1,6,13,0,2,0,0,0,0,13.0,,,33.33,1.0,0/13
2023,P Dubey,1,18,19,1,8,0,0,0,0,6.33,19.0,18.0,44.44,3.0,1/19
2023,PP Chawla,16,366,495,22,121,0,1,0,0,8.11,22.5,16.64,33.06,61.0,3/22
2023,PWH de Silva,8,174,258,9,55,0,0,0,0,8.9,28.67,19.33,31.61,29.0,2/24
2023,R Ashwin,13,294,368,14,90,0,0,0,0,7.51,26.29,21.0,30.61,49.0,2/23
2023,R Dhawan,4,42,60,1,20,0,0,0,0,8.57,60.0,42.0,47.62,7.0,1/20
2023,R Goyal,1,24,33,0,7,0,0,0,0,8.25,,,29.17,4.0,0/33
2023,R Powell,1,12,18,1,4,0,0,0,0,9.0,18.0,12.0,33.33,2.0,1/18
2023,R Tewatia,2,13,15,0,7,0,0,0,0,6.92,,,53.85,2.1,0/7
2023,RA Jadeja,16,342,431,20,107,0,2,0,0,7.56,21.55,17.1,31.29,57.0,3/20
2023,RD Chahar,14,298,385,8,96,0,0,0,0,7.75,48.12,37.25,32.21,49.4,2/16
2023,RJW Topley,1,12,14,1,7,0,0,0,0,7.0,14.0,12.0,58.33,2.0,1/14
2023,RP Meredith,5,118,207,7,42,0,0,0,0,10.53,29.57,16.86,35.59,19.4,2/33
2023,RS Hangargekar,2,36,59,3,14,0,1,0,0,9.83,19.67,12.0,38.89,6.0,3/35
2023,Rashid Khan,17,402,552,27,134,0,4,1,0,8.24,20.44,14.89,33.33,67.0,4/30
2023,Ravi Bishnoi,14,303,391,16,97,0,1,0,0,7.74,24.44,18.94,32.01,50.3,3/28
2023,SM Curran,14,287,489,10,85,0,1,0,0,10.22,48.9,28.7,29.62,47.5,3/31
2023,SN Thakur,9,126,220,7,34,0,0,0,0,10.48,31.43,18.0,26.98,21.0,2/23
2023,SP Narine,14,288,383,11,87,0,1,0,0,7.98,34.82,26.18,30.21,48.0,3/33
2023,SSB Magala,2,36,51,1,6,0,0,0,0,8.5,51.0,36.0,16.67,6.0,1/37
2023,Sandeep Sharma,12,276,395,10,95,0,0,0,0,8.59,39.5,27.6,34.42,46.0,2/25
2023,Shahbaz Ahmed,5,42,95,1,9,0,0,0,0,13.57,95.0,42.0,21.43,7.0,1/38
2023,Sikandar Raza,6,72,119,3,20,0,0,0,0,9.92,39.67,24.0,27.78,12.0,1/19
2023,Suyash Sharma,11,234,321,10,83,0,1,0,0,8.23,32.1,23.4,35.47,39.0,3/30
2023,Swapnil Singh,2,12,18,0,2,0,0,0,0,9.0,,,16.67,2.0,0/7
2023,T Natarajan,12,270,409,10,75,0,0,0,0,9.09,40.9,27.0,27.78,45.0,2/23
2023,T Stubbs,1,12,14,1,3,0,0,0,0,7.0,14.0,12.0,25.0,2.0,1/14
2023,TA Boult,10,228,312,13,107,3,1,0,0,8.21,24.0,17.54,46.93,38.0,3/29
2023,TG Southee,2,36,79,2,12,0,0,0,0,13.17,39.5,18.0,33.33,6.0,2/54
2023,TU Deshpande,16,341,560,21,137,0,2,0,0,9.85,26.67,16.24,40.18,56.5,3/45
2023,Tilak Varma,1,6,7,0,3,0,0,0,0,7.0,,,50.0,1.0,0/7
2023,UT Yadav,8,114,189,1,42,0,0,0,0,9.95,189.0,114.0,36.84,19.0,1/27
2023,Umran Malik,8,120,217,5,43,0,0,0,0,10.85,43.4,24.0,35.83,20.0,2/32
2023,VG Arora,5,96,145,5,33,0,0,0,0,9.06,29.0,19.2,34.38,16.0,2/30
2023,Vijaykumar Vyshak,7,144,253,9,40,0,1,0,0,10.54,28.11,16.0,27.78,24.0,3/20
2023,Vivrant Sharma,2,18,37,0,5,0,0,0,0,12.33,,,27.78,3.0,0/18
2023,WD Parnell,7,151,234,9,56,0,2,0,0,9.3,26.0,16.78,37.09,25.1,3/10
2023,Washington Sundar,7,106,146,3,35,0,1,0,0,8.26,48.67,35.33,33.02,17.4,3/28
2023,YS Chahal,14,317,432,21,97,0,4,3,0,8.18,20.57,15.1,30.6,52.5,4/17
2023,Yash Dayal,5,84,164,2,24,0,0,0,0,11.71,82.0,42.0,28.57,14.0,1/30
2023,Yash Thakur,9,191,289,13,70,0,2,1,0,9.08,22.23,14.69,36.65,31.5,4/37
2023,Yudhvir Singh,3,48,70,3,25,0,0,0,0,8.75,23.33,16.0,52.08,8.0,2/19
2024,A Badoni,2,12,25,0,1,0,0,0,0,12.5,,,8.33,2.0,0/6
2024,A Kamboj,3,60,112,2,20,0,0,0,0,11.2,56.0,30.0,33.33,10.0,1/24
2024,A Mishra,1,12,20,1,5,0,0,0,0,10.0,20.0,12.0,41.67,2.0,1/20
2024,A Nortje,6,132,294,7,40,0,1,0,0,13.36,42.0,18.86,30.3,22.0,3/59
2024,AD Russell,14,176,294,19,68,0,2,0,0,10.02,15.47,9.26,38.64,29.2,3/19
2024,AK Markram,2,12,15,0,4,0,0,0,0,7.5,,,33.33,2.0,0/5
2024,AR Patel,14,264,337,11,80,0,0,0,0,7.66,30.64,24.0,30.3,44.0,2/25
2024,AS Joseph,3,58,115,1,18,0,0,0,0,11.9,115.0,58.0,31.03,9.4,1/43
2024,AS Roy,3,34,60,0,13,0,0,0,0,10.59,,,38.24,5.4,0/6
2024,Abhishek Sharma,4,42,51,2,12,0,0,0,0,7.29,25.5,21.0,28.57,7.0,2/24
2024,Akash Deep,1,21,55,1,6,0,0,0,0,15.71,55.0,21.0,28.57,3.3,1/55
2024,Akash Madhwal,5,109,205,5,36,0,1,0,0,11.28,41.0,21.8,33.03,18.1,3/20
2024,Arjun Tendulkar,1,14,22,0,7,0,0,0,0,9.43,,,50.0,2.2,0/22
2024,Arshad Khan,3,49,89,1,19,0,0,0,0,10.9,89.0,49.0,38.78,8.1,1/44
2024,Arshad Khan (2),1,12,24,0,5,0,0,0,0,12.0,,,41.67,2.0,0/24
2024,Arshdeep Singh,14,302,503,19,114,0,1,1,0,9.99,26.47,15.89,37.75,50.2,4/29
2024,Atharva Taide,1,1,4,0,0,0,0,0,0,24.0,,,0.0,0.1,0/4
2024,Avesh Khan,15,329,524,19,101,0,2,0,0,9.56,27.58,17.32,30.7,54.5,3/27
2024,Azmatullah Omarzai,7,126,186,4,57,0,0,0,0,8.86,46.5,31.5,45.24,21.0,2/27
2024,B Kumar,16,342,529,11,136,2,1,0,0,9.28,48.09,31.09,39.77,57.0,3/41
2024,C Green,13,211,303,10,72,0,0,0,0,8.62,30.3,21.1,34.12,35.1,2/12
2024,CV Varun,14,300,402,21,125,0,3,0,0,8.04,19.14,14.29,41.67,50.0,3/16
2024,DG Nalkande,3,29,45,3,7,0,0,0,0,9.31,15.0,9.67,24.14,4.5,2/21
2024,DJ Hooda,2,18,22,0,4,0,0,0,0,7.33,,,22.22,3.0,0/9
2024,DJ Mitchell,2,36,70,1,4,0,0,0,0,11.67,70.0,36.0,11.11,6.0,1/18
2024,DL Chahar,8,141,202,5,60,0,0,0,0,8.6,40.4,28.2,42.55,23.3,2/28
2024,G Coetzee,10,201,340,13,81,0,2,1,0,10.15,26.15,15.46,40.3,33.3,4/34
2024,GJ Maxwell,6,96,129,6,34,0,0,0,0,8.06,21.5,16.0,35.42,16.0,2/23
2024,Gulbadin Naib,1,6,12,0,1,0,0,0,0,12.0,,,16.67,1.0,0/12
2024,H Sharma,1,12,29,0,0,0,0,0,0,14.5,,,0.0,2.0,0/29
2024,HH Pandya,12,216,385,11,65,0,1,0,0,10.69,35.0,19.64,30.09,36.0,3/31
2024,HV Patel,14,294,476,24,85,0,4,0,0,9.71,19.83,12.25,28.91,49.0,3/15
2024,Harpreet Brar,13,228,303,7,74,0,0,0,0,7.97,43.29,32.57,32.46,38.0,2/13
2024,Harshit Rana,11,253,383,19,95,1,2,0,0,9.08,20.16,13.32,37.55,42.1,3/24
2024,I Sharma,9,162,262,10,63,0,1,0,0,9.7,26.2,16.2,38.89,27.0,3/33
2024,J Little,1,24,45,4,9,0,1,1,0,11.25,11.25,6.0,37.5,4.0,4/45
2024,JA Richardson,1,24,40,0,8,0,0,0,0,10.0,,,33.33,4.0,0/40
2024,JD Unadkat,11,187,318,8,44,0,1,0,0,10.2,39.75,23.38,23.53,31.1,3/30
2024,JJ Bumrah,13,311,336,20,149,0,4,1,1,6.48,16.8,15.55,47.91,51.5,5/21
2024,K Gowtham,1,12,29,0,5,0,0,0,0,14.5,,,41.67,2.0,0/29
2024,K Rabada,11,252,371,11,101,0,0,0,0,8.83,33.73,22.91,40.08,42.0,2/18
2024,KA Maharaj,2,36,39,2,11,0,0,0,0,6.5,19.5,18.0,30.56,6.0,2/23
2024,KH Pandya,12,198,255,6,58,0,1,0,0,7.73,42.5,33.0,29.29,33.0,3/11
2024,KK Ahmed,14,300,474,17,130,2,0,0,0,9.48,27.88,17.65,43.33,50.0,2/20
2024,KR Sen,3,72,122,6,24,0,1,0,0,10.17,20.33,12.0,33.33,12.0,3/41
2024,KT Maphaka,2,36,89,1,12,0,0,0,0,14.83,89.0,36.0,33.33,6.0,1/23
2024,KV Sharma,9,144,254,7,41,0,0,0,0,10.58,36.29,20.57,28.47,24.0,2/29
2024,Kartik Tyagi,1,24,51,0,5,0,0,0,0,12.75,,,20.83,4.0,0/51
2024,Kuldeep Yadav,11,258,372,16,83,0,2,1,0,8.65,23.25,16.12,32.17,43.0,4/55
2024,L Wood,2,36,92,1,9,0,0,0,0,15.33,92.0,36.0,25.0,6.0,1/68
2024,LB Williams,2,36,72,1,13,0,0,0,0,12.0,72.0,36.0,36.11,6.0,1/38
2024,LH Ferguson,7,144,255,9,43,0,0,0,0,10.62,28.33,16.0,29.86,24.0,2/23
2024,LS Livingstone,4,72,84,3,26,0,0,0,0,7.0,28.0,24.0,36.11,12.0,2/19
2024,Lalit Yadav,2,18,56,0,3,0,0,0,0,18.67,,,16.67,3.0,0/15
2024,M Jansen,3,60,129,1,20,0,0,0,0,12.9,129.0,60.0,33.33,10.0,1/45
2024,M Markande,7,132,259,8,29,0,0,0,0,11.77,32.38,16.5,21.97,22.0,2/26
2024,M Pathirana,6,132,168,13,54,0,2,1,0,7.64,12.92,10.15,40.91,22.0,4/28
2024,M Shahrukh Khan,2,12,15,0,4,0,0,0,0,7.5,,,33.33,2.0,0/7
2024,M Siddharth,3,54,71,1,22,0,0,0,0,7.89,71.0,54.0,40.74,9.0,1/21
2024,M Theekshana,5,120,144,2,46,0,0,0,0,7.2,72.0,60.0,38.33,20.0,1/27
2024,MA Starc,13,251,444,17,105,0,3,1,0,10.61,26.12,14.76,41.83,41.5,4/33
2024,MJ Henry,4,72,110,1,26,0,0,0,0,9.17,110.0,72.0,36.11,12.0,1/28
2024,MJ Santner,3,54,64,2,23,0,0,0,0,7.11,32.0,27.0,42.59,9.0,1/10
2024,MJ Suthar,1,12,26,0,4,0,0,0,0,13.0,,,33.33,2.0,0/26
2024,MK Lomror,1,6,17,0,1,0,0,0,0,17.0,,,16.67,1.0,0/17
2024,MM Ali,4,48,71,2,12,0,0,0,0,8.88,35.5,24.0,25.0,8.0,2/23
2024,MM Sharma,11,234,425,13,55,0,2,0,0,10.9,32.69,18.0,23.5,39.0,3/25
2024,MP Stoinis,7,84,126,4,33,0,0,0,0,9.0,31.5,21.0,39.29,14.0,1/3
2024,MP Yadav,4,73,85,7,42,0,2,0,0,6.99,12.14,10.43,57.53,12.1,3/14
2024,MR Marsh,3,48,103,1,9,0,0,0,0,12.88,103.0,48.0,18.75,8.0,1/37
2024,Mayank Dagar,5,71,120,1,22,0,0,0,0,10.14,120.0,71.0,30.99,11.5,1/23
2024,Mohammad Nabi,6,74,109,2,19,0,0,0,0,8.84,54.5,37.0,25.68,12.2,1/16
2024,Mohammed Siraj,14,324,492,15,129,0,1,0,0,9.11,32.8,21.6,39.81,54.0,3/43
2024,Mohsin Khan,10,228,384,10,82,0,0,0,0,10.11,38.4,22.8,35.96,38.0,2/29
2024,Mukesh Choudhary,1,6,27,0,2,0,0,0,0,27.0,,,33.33,1.0,0/27
2024,Mukesh Kumar,10,213,367,17,72,0,3,0,0,10.34,21.59,12.53,33.8,35.3,3/13
2024,Mustafizur Rahman,9,206,317,14,81,1,1,1,0,9.23,22.64,14.71,39.32,34.2,4/29
2024,N Burger,5,102,145,7,50,0,0,0,0,8.53,20.71,14.57,49.02,17.0,2/29
2024,N Thushara,7,156,256,8,51,0,2,0,0,9.85,32.0,19.5,32.69,26.0,3/27
2024,N Wadhera,1,12,13,0,2,0,0,0,0,6.5,,,16.67,2.0,0/13
2024,NT Ellis,1,24,24,1,10,0,0,0,0,6.0,24.0,24.0,41.67,4.0,1/24
2024,Naman Dhir,3,28,55,0,3,0,0,0,0,11.79,,,10.71,4.4,0/13
2024,Naveen-ul-Haq,10,219,371,14,72,0,1,0,0,10.16,26.5,15.64,32.88,36.3,3/49
2024,Nithish Kumar Reddy,7,79,153,3,20,0,0,0,0,11.62,51.0,26.33,25.32,13.1,2/17
2024,Noor Ahmad,10,209,290,8,75,0,0,0,0,8.33,36.25,26.12,35.89,34.5,2/20
2024,PJ Cummins,16,366,566,18,125,1,1,0,0,9.28,31.44,20.33,34.15,61.0,3/43
2024,PP Chawla,11,210,312,13,65,0,2,0,0,8.91,24.0,16.15,30.95,35.0,3/29
2024,PVD Chameera,1,18,48,0,6,0,0,0,0,16.0,,,33.33,3.0,0/48
2024,R Ashwin,14,330,467,9,89,0,1,0,0,8.49,51.89,36.67,26.97,55.0,3/24
2024,R Dhawan,1,18,35,0,5,0,0,0,0,11.67,,,27.78,3.0,0/35
2024,R Parag,2,18,27,0,5,0,0,0,0,9.0,,,27.78,3.0,0/10
2024,R Ravindra,2,12,7,0,5,0,0,0,0,3.5,,,41.67,2.0,0/3
2024,R Sai Kishore,5,90,137,7,30,0,1,1,0,9.13,19.57,12.86,33.33,15.0,4/33
2024,R Shepherd,5,72,159,1,18,0,0,0,0,13.25,159.0,72.0,25.0,12.0,1/54
2024,RA Jadeja,14,282,369,8,75,0,2,0,0,7.85,46.12,35.25,26.6,47.0,3/18
2024,RD Chahar,9,186,279,10,56,0,1,0,0,9.0,27.9,18.6,30.11,31.0,3/23
2024,RJ Gleeson,2,47,71,1,20,0,0,0,0,9.06,71.0,47.0,42.55,7.5,1/30
2024,RJW Topley,4,90,168,4,31,0,0,0,0,11.2,42.0,22.5,34.44,15.0,2/27
2024,Ramandeep Singh,1,4,9,0,0,0,0,0,0,13.5,,,0.0,0.4,0/9
2024,Rashid Khan,12,262,367,10,84,0,0,0,0,8.4,36.7,26.2,32.06,43.4,2/38
2024,Rasikh Salam,8,147,268,9,42,0,2,0,0,10.94,29.78,16.33,28.57,24.3,3/33
2024,Ravi Bishnoi,14,262,383,10,89,0,0,0,0,8.77,38.3,26.2,33.97,43.4,2/25
2024,S Dube,1,6,14,1,1,0,0,0,0,14.0,14.0,6.0,16.67,1.0,1/14
2024,S Gopal,3,42,67,3,10,0,0,0,0,9.57,22.33,14.0,23.81,7.0,1/9
2024,S Joseph,1,24,45,0,12,0,0,0,0,11.25,,,50.0,4.0,0/45
2024,S Sandeep Warrier,5,66,119,6,31,0,1,0,0,10.82,19.83,11.0,46.97,11.0,3/15
2024,SH Johnson,5,96,151,4,35,0,0,0,0,9.44,37.75,24.0,36.46,16.0,2/25
2024,SM Curran,13,246,415,16,84,0,1,0,0,10.12,25.94,15.38,34.15,41.0,3/28
2024,SN Thakur,9,190,309,5,48,0,0,0,0,9.76,61.8,38.0,25.26,31.4,2/61
2024,SP Narine,14,330,368,17,127,0,0,0,0,6.69,21.65,19.41,38.48,55.0,2/22
2024,SZ Mulani,2,30,56,0,7,0,0,0,0,11.2,,,23.33,5.0,0/24
2024,Sandeep Sharma,10,228,311,13,75,0,1,1,1,8.18,23.92,17.54,32.89,38.0,5/18
2024,Shahbaz Ahmed,15,165,270,7,52,0,1,0,0,9.82,38.57,23.57,31.52,27.3,3/23
2024,Shashank Singh,1,6,5,1,1,0,0,0,0,5.0,5.0,6.0,16.67,1.0,1/5
2024,Sikandar Raza,1,12,22,0,2,0,0,0,0,11.0,,,16.67,2.0,0/22
2024,Simarjeet Singh,4,72,120,5,28,0,1,0,0,10.0,24.0,14.4,38.89,12.0,3/26
2024,Sumit Kumar,2,20,37,0,4,0,0,0,0,11.1,,,20.0,3.2,0/18
2024,Suyash Sharma,2,24,51,0,5,0,0,0,0,12.75,,,20.83,4.0,0/18
2024,Swapnil Singh,7,90,133,6,27,0,0,0,0,8.87,22.17,15.0,30.0,15.0,2/28
2024,T Natarajan,14,308,463,19,112,1,2,1,0,9.02,24.37,16.21,36.36,51.2,4/19
2024,T Stubbs,2,12,15,3,6,0,0,0,0,7.5,5.0,4.0,50.0,2.0,2/11
2024,TA Boult,15,320,443,16,137,0,2,0,0,8.31,27.69,20.0,42.81,53.2,3/22
2024,TM Head,1,10,32,0,2,0,0,0,0,19.2,,,20.0,1.4,0/32
2024,TU Deshpande,13,288,423,17,118,0,2,1,0,8.81,24.88,16.94,40.97,48.0,4/27
2024,Tilak Varma,1,4,8,0,0,0,0,0,0,12.0,,,0.0,0.4,0/8
2024,UT Yadav,7,126,209,8,56,0,0,0,0,9.95,26.12,15.75,44.44,21.0,2/22
2024,Umran Malik,1,6,15,0,2,0,0,0,0,15.0,,,33.33,1.0,0/15
2024,V Kaverappa,1,24,36,2,11,0,0,0,0,9.0,18.0,12.0,45.83,4.0,2/36
2024,V Viyaskanth,3,60,86,1,19,0,0,0,0,8.6,86.0,60.0,31.67,10.0,1/37
2024,VG Arora,10,180,273,11,79,0,1,0,0,9.1,24.82,16.36,43.89,30.0,3/27
2024,VR Iyer,1,6,28,0,0,0,0,0,0,28.0,,,0.0,1.0,0/28
2024,Vijaykumar Vyshak,4,87,142,4,24,0,0,0,0,9.79,35.5,21.75,27.59,14.3,2/23
2024,WG Jacks,5,54,100,2,11,0,0,0,0,11.11,50.0,27.0,20.37,9.0,1/23
2024,Washington Sundar,2,30,73,1,3,0,0,0,0,14.6,73.0,30.0,10.0,5.0,1/46
2024,YS Chahal,15,348,546,18,100,0,1,0,0,9.41,30.33,19.33,28.74,58.0,3/11
2024,Yash Dayal,14,301,457,15,122,0,1,0,0,9.11,30.47,20.07,40.53,50.1,3/20
2024,Yash Thakur,10,213,400,11,68,1,1,1,1,11.27,36.36,19.36,31.92,35.3,5/30
2024,Yudhvir Singh,2,24,52,1,5,0,0,0,0,13.0,52.0,24.0,20.83,4.0,1/24
2025,A Badoni,2,10,13,2,3,0,0,0,0,7.8,6.5,5.0,30.0,1.4,2/4
2025,A Kamboj,8,129,172,8,56,0,1,0,0,8.0,21.5,16.12,43.41,21.3,3/13
2025,A Nortje,2,42,83,1,17,0,0,0,0,11.86,83.0,42.0,40.48,7.0,1/23
2025,A Zampa,2,48,94,2,10,0,0,0,0,11.75,47.0,24.0,20.83,8.0,1/46
2025,AD Russell,9,109,217,8,29,0,0,0,0,11.94,27.12,13.62,26.61,18.1,2/21
2025,AK Markram,5,66,102,4,15,0,0,0,0,9.27,25.5,16.5,22.73,11.0,2/30
2025,AR Patel,12,216,313,5,67,0,0,0,0,8.69,62.6,43.2,31.02,36.0,2/19
2025,AS Roy,1,24,27,1,8,0,0,0,0,6.75,27.0,24.0,33.33,4.0,1/27
2025,Abdul Samad,1,2,6,0,1,0,0,0,0,18.0,,,50.0,0.2,0/6
2025,Abhishek Sharma,6,66,112,0,22,0,0,0,0,10.18,,,33.33,11.0,0/5
2025,Akash Deep,6,114,229,3,35,0,0,0,0,12.05,76.33,38.0,30.7,19.0,2/55
2025,Akash Madhwal,4,90,164,4,23,0,1,0,0,10.93,41.0,22.5,25.56,15.0,3/29
2025,Akash Singh,3,67,99,4,20,0,0,0,0,8.87,24.75,16.75,29.85,11.1,2/30
2025,Arshad Khan,9,126,216,6,49,0,0,0,0,10.29,36.0,21.0,38.89,21.0,1/7
2025,Arshdeep Singh,16,350,518,21,137,1,3,0,0,8.88,24.67,16.67,39.14,58.2,3/16
2025,Ashwani Kumar,7,123,232,11,37,0,1,1,0,11.32,21.09,11.18,30.08,20.3,4/24
2025,Avesh Khan,13,284,487,13,77,0,1,0,0,10.29,37.46,21.85,27.11,47.2,3/37
2025,Azmatullah Omarzai,8,162,279,8,46,0,0,0,0,10.33,34.88,20.25,28.4,27.0,2/33
2025,B Kumar,14,312,483,17,123,0,1,0,0,9.29,28.41,18.35,39.42,52.0,3/33
2025,C Bosch,2,42,55,1,24,0,0,0,0,7.86,55.0,42.0,57.14,7.0,1/26
2025,C Sakariya,1,18,39,0,3,0,0,0,0,13.0,,,16.67,3.0,0/39
2025,CV Varun,13,300,383,17,117,0,1,0,0,7.66,22.53,17.65,39.0,50.0,3/22
2025,DJ Hooda,1,6,15,0,1,0,0,0,0,15.0,,,16.67,1.0,0/15
2025,DL Chahar,14,246,376,11,108,1,0,0,0,9.17,34.18,22.36,43.9,41.0,2/12
